,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,Sunrise,Sunset,target
2576,16.0,26.0,61.0,30.07,29.78,25.0,10.2,0.0,-3.4,39.0,12.0,180.0,34.0,0.01,4.0,0.0,150.0,25.0,631.0,1744.0,39.0
1903,36.0,42.0,77.0,30.0,29.68,39.0,10.4,0.0,-10.3,23.0,37.0,30.0,25.0,0.18,0.0,0.0,10.0,20.0,454.0,1852.0,46.0
29,16.0,19.0,71.0,29.92,29.57,22.0,14.7,0.0,-4.0,46.0,8.0,290.0,44.0,0.18,4.0,2.6,300.0,37.0,712.0,1706.0,30.0
1049,33.0,44.0,70.0,29.75,29.44,38.0,9.3,0.0,16.5,21.0,34.0,270.0,31.0,0.02,0.0,0.0,290.0,23.0,721.0,1623.0,53.0
2406,62.0,67.0,86.0,29.99,29.68,64.0,7.0,2.0,3.1,0.0,59.0,120.0,22.0,0.14,0.0,0.0,150.0,15.0,531.0,1811.0,75.0
2290,49.0,65.0,56.0,30.3,29.97,57.0,3.0,0.0,6.2,0.0,48.0,60.0,15.0,0.0,0.0,0.0,50.0,12.0,429.0,1915.0,82.0
849,41.0,56.0,56.0,29.95,29.64,49.0,7.6,0.0,-7.1,9.0,44.0,270.0,35.0,0.0,0.0,0.0,280.0,24.0,419.0,1927.0,67.0
2617,27.0,45.0,46.0,30.02,29.7,39.0,6.3,0.0,-0.7,20.0,29.0,150.0,23.0,0.01,0.0,0.0,150.0,16.0,521.0,1833.0,61.0
2519,10.0,18.0,71.0,30.24,29.87,15.0,9.2,0.0,-5.3,47.0,13.0,280.0,30.0,0.0,0.0,0.0,270.0,21.0,726.0,1634.0,23.0
2584,25.0,30.0,82.0,30.07,29.77,28.0,1.5,0.0,-1.9,35.0,25.0,170.0,22.0,0.29,0.0,4.6,180.0,17.0,618.0,1754.0,35.0
1360,39.0,46.0,81.0,29.73,29.39,43.0,5.0,0.0,0.1,19.0,41.0,100.0,25.0,0.09,0.0,0.0,180.0,10.0,624.0,1653.0,51.0
2408,58.0,62.0,85.0,30.03,29.72,60.0,6.9,0.0,-1.1,3.0,50.0,180.0,23.0,0.0,0.0,0.0,170.0,18.0,534.0,1807.0,73.0
1978,70.0,82.0,71.0,29.59,29.31,73.0,13.0,17.0,10.1,0.0,74.0,170.0,30.0,0.15,0.0,0.0,160.0,23.0,428.0,1933.0,90.0
1701,47.0,55.0,73.0,30.29,29.95,51.0,3.3,0.0,2.1,10.0,45.0,330.0,19.0,0.0,0.0,0.0,330.0,15.0,600.0,1725.0,65.0
2305,60.0,64.0,88.0,29.97,29.67,61.0,10.4,0.0,0.6,1.0,56.0,180.0,29.0,0.45,0.0,0.0,160.0,22.0,419.0,1928.0,71.0
686,1.0,16.0,53.0,30.72,30.37,12.0,5.4,0.0,-11.2,49.0,8.0,320.0,23.0,0.0,0.0,0.0,310.0,18.0,722.0,1624.0,23.0
2003,60.0,69.0,75.0,29.99,29.65,64.0,7.2,4.0,-2.6,0.0,58.0,280.0,24.0,0.0,0.0,0.0,270.0,17.0,452.0,1910.0,79.0
1877,24.0,44.0,48.0,29.84,29.53,36.0,7.8,0.0,2.3,21.0,32.0,10.0,25.0,0.0,0.0,0.0,20.0,18.0,536.0,1822.0,55.0
2637,31.0,52.0,44.0,30.09,29.78,44.0,2.3,0.0,-1.3,13.0,35.0,160.0,17.0,0.0,0.0,0.0,150.0,13.0,450.0,1855.0,69.0
1781,38.0,44.0,80.0,30.15,29.83,41.0,11.9,0.0,19.0,21.0,40.0,170.0,25.0,0.01,0.0,0.0,170.0,20.0,725.0,1628.0,48.0
246,36.0,52.0,56.0,30.42,30.09,44.0,9.7,0.0,-3.0,13.0,46.0,10.0,22.0,0.0,0.0,0.0,20.0,17.0,554.0,1734.0,57.0
2467,44.0,48.0,82.0,29.94,29.66,47.0,7.8,0.0,6.7,17.0,36.0,110.0,28.0,1.17,0.0,0.0,270.0,22.0,643.0,1635.0,59.0
2223,10.0,31.0,44.0,30.2,29.88,24.0,12.3,0.0,-2.3,34.0,23.0,290.0,38.0,0.0,0.0,0.0,290.0,28.0,611.0,1759.0,39.0
1278,69.0,79.0,77.0,29.93,29.62,72.0,4.8,14.0,7.5,0.0,69.0,270.0,27.0,0.42,0.0,0.0,260.0,22.0,453.0,1909.0,89.0
142,55.0,64.0,72.0,30.04,29.74,59.0,7.4,0.0,-4.3,1.0,49.0,170.0,25.0,0.04,0.0,0.0,180.0,20.0,417.0,1937.0,78.0
2047,39.0,51.0,62.0,30.1,29.76,46.0,10.2,0.0,-10.1,14.0,39.0,360.0,27.0,0.0,0.0,0.0,360.0,21.0,539.0,1758.0,62.0
501,45.0,62.0,53.0,29.92,29.59,54.0,9.4,0.0,-5.0,3.0,47.0,300.0,24.0,0.0,0.0,0.0,290.0,20.0,416.0,1935.0,77.0
644,34.0,43.0,67.0,30.28,29.91,40.0,7.9,0.0,0.1,22.0,35.0,350.0,22.0,0.0,0.0,0.0,10.0,17.0,637.0,1641.0,51.0
1648,64.0,72.0,79.0,30.01,29.7,67.0,4.6,7.0,1.4,0.0,63.0,170.0,18.0,0.11,0.0,0.0,120.0,13.0,502.0,1856.0,81.0
107,55.0,65.0,70.0,30.11,29.79,60.0,9.0,0.0,7.0,0.0,55.0,160.0,20.0,0.05,0.0,0.0,210.0,15.0,432.0,1912.0,75.0
2466,32.0,42.0,63.0,30.27,29.96,40.0,4.1,0.0,0.4,23.0,29.0,150.0,24.0,0.0,0.0,0.0,150.0,15.0,642.0,1636.0,55.0
1057,-3.0,7.0,57.0,30.48,30.14,7.0,6.9,0.0,-18.0,58.0,-4.0,290.0,25.0,0.0,4.0,0.0,310.0,18.0,725.0,1628.0,17.0
53,0.0,21.0,40.0,30.26,29.91,16.0,12.3,0.0,-16.3,44.0,14.0,290.0,31.0,0.0,0.0,0.0,290.0,23.0,554.0,1811.0,28.0
2178,21.0,26.0,87.0,30.04,29.68,24.0,7.6,0.0,3.4,39.0,23.0,270.0,22.0,0.1,5.0,1.3,280.0,17.0,715.0,1702.0,28.0
1150,38.0,44.0,75.0,29.82,29.47,42.0,13.3,0.0,3.7,21.0,37.0,300.0,28.0,0.03,0.0,0.0,280.0,22.0,541.0,1819.0,50.0
1803,7.0,20.0,66.0,30.3,29.84,15.0,7.2,0.0,-2.1,45.0,10.0,180.0,28.0,0.31,0.0,3.0,170.0,20.0,722.0,1650.0,30.0
1813,23.0,34.0,63.0,29.84,29.48,31.0,11.5,0.0,11.3,31.0,31.0,290.0,25.0,0.0,0.0,0.0,290.0,20.0,714.0,1703.0,37.0
1171,23.0,39.0,54.0,30.2,29.83,33.0,14.8,0.0,-10.4,26.0,31.0,260.0,35.0,0.0,0.0,0.0,280.0,25.0,506.0,1843.0,47.0
1573,52.0,66.0,62.0,29.76,29.42,58.0,6.1,1.0,3.5,0.0,55.0,300.0,26.0,0.0,0.0,0.0,300.0,18.0,420.0,1926.0,76.0
2388,67.0,73.0,81.0,30.08,29.77,69.0,2.1,8.0,3.9,0.0,60.0,100.0,10.0,0.0,0.0,0.0,180.0,7.0,512.0,1842.0,86.0
2390,66.0,72.0,79.0,30.12,29.79,68.0,6.5,7.0,3.3,0.0,63.0,350.0,22.0,0.0,0.0,0.0,360.0,16.0,514.0,1839.0,81.0
333,27.0,30.0,86.0,30.16,29.86,29.0,4.1,0.0,5.5,35.0,24.0,170.0,23.0,0.9,2.0,1.3,160.0,16.0,725.0,1629.0,35.0
1271,62.0,77.0,61.0,30.11,29.8,67.0,5.0,12.0,5.1,0.0,67.0,180.0,20.0,0.0,0.0,0.0,190.0,15.0,445.0,1917.0,86.0
1415,30.0,47.0,67.0,29.54,29.18,36.0,18.4,0.0,20.5,18.0,34.0,290.0,43.0,0.18,0.0,0.0,280.0,31.0,723.0,1625.0,59.0
2269,49.0,58.0,81.0,29.84,29.54,52.0,3.6,0.0,5.7,7.0,45.0,350.0,21.0,0.18,0.0,0.0,320.0,15.0,454.0,1852.0,70.0
1044,6.0,17.0,61.0,29.81,29.44,15.0,8.1,0.0,-12.4,48.0,11.0,280.0,38.0,0.02,1.0,0.3,300.0,28.0,718.0,1622.0,23.0
1282,61.0,68.0,78.0,29.98,29.67,64.0,2.4,3.0,-3.1,0.0,64.0,330.0,9.0,0.37,0.0,0.0,360.0,7.0,457.0,1903.0,71.0
2228,33.0,36.0,82.0,30.0,29.68,36.0,8.1,0.0,0.8,29.0,32.0,350.0,37.0,0.6,0.0,0.0,10.0,26.0,603.0,1805.0,40.0
855,50.0,65.0,58.0,29.94,29.65,57.0,4.4,0.0,0.1,0.0,49.0,140.0,17.0,0.0,0.0,0.0,180.0,13.0,417.0,1931.0,80.0
1102,32.0,37.0,79.0,30.17,29.86,36.0,9.1,0.0,12.2,28.0,30.0,170.0,24.0,0.18,6.0,0.0,170.0,16.0,700.0,1720.0,43.0
2049,34.0,47.0,68.0,30.55,30.21,41.0,3.9,0.0,-13.2,18.0,34.0,40.0,20.0,0.0,0.0,0.0,50.0,16.0,541.0,1755.0,60.0
560,73.0,83.0,81.0,29.85,29.54,75.0,6.1,18.0,12.2,0.0,73.0,350.0,34.0,0.09,0.0,0.0,350.0,23.0,500.0,1859.0,92.0
2572,13.0,21.0,77.0,30.19,29.86,18.0,11.1,0.0,-7.4,44.0,11.0,280.0,47.0,0.77,4.0,6.4,280.0,35.0,638.0,1740.0,30.0
127,55.0,67.0,67.0,30.01,29.72,60.0,6.9,2.0,3.0,0.0,57.0,160.0,19.0,0.02,0.0,0.0,170.0,14.0,418.0,1930.0,77.0
2625,31.0,38.0,74.0,29.72,29.41,35.0,13.3,0.0,-11.0,27.0,33.0,260.0,33.0,0.87,3.0,2.6,260.0,24.0,508.0,1842.0,43.0
308,31.0,40.0,67.0,30.41,30.07,37.0,7.4,0.0,6.7,25.0,35.0,300.0,23.0,0.0,0.0,0.0,300.0,18.0,709.0,1622.0,45.0
1104,19.0,30.0,59.0,30.4,29.98,27.0,16.3,0.0,4.8,35.0,22.0,290.0,36.0,0.0,3.0,0.0,290.0,23.0,657.0,1723.0,38.0
2440,59.0,66.0,80.0,29.67,29.38,62.0,11.1,1.0,16.2,0.0,54.0,240.0,39.0,1.27,0.0,0.0,260.0,28.0,609.0,1712.0,77.0
1048,21.0,28.0,74.0,30.03,29.7,26.0,4.8,0.0,0.1,37.0,18.0,180.0,17.0,0.0,1.0,0.0,180.0,12.0,721.0,1623.0,37.0
141,59.0,68.0,70.0,29.94,29.6,63.0,8.1,3.0,-0.1,0.0,57.0,170.0,20.0,0.14,0.0,0.0,40.0,15.0,417.0,1936.0,79.0
2483,25.0,29.0,83.0,29.85,29.54,28.0,3.4,0.0,-6.7,36.0,25.0,140.0,14.0,0.0,0.0,0.3,160.0,10.0,702.0,1624.0,33.0
2353,61.0,67.0,86.0,29.91,29.58,63.0,6.4,2.0,-5.2,0.0,58.0,350.0,23.0,0.02,0.0,0.0,320.0,18.0,436.0,1927.0,76.0
273,32.0,46.0,57.0,29.93,29.57,41.0,12.1,0.0,0.7,19.0,37.0,300.0,32.0,0.0,0.0,0.0,310.0,25.0,626.0,1651.0,54.0
1352,41.0,54.0,65.0,29.63,29.34,48.0,8.8,0.0,5.6,11.0,46.0,240.0,26.0,0.01,0.0,0.0,250.0,21.0,614.0,1705.0,62.0
2643,26.0,52.0,36.0,29.97,29.62,41.0,9.6,0.0,-3.3,13.0,45.0,10.0,29.0,0.0,0.0,0.0,10.0,20.0,442.0,1902.0,59.0
912,66.0,77.0,72.0,29.96,29.67,69.0,11.9,12.0,5.3,0.0,70.0,170.0,33.0,0.0,0.0,0.0,180.0,24.0,450.0,1912.0,84.0
1748,32.0,38.0,81.0,29.53,29.18,35.0,10.0,0.0,0.8,27.0,34.0,260.0,31.0,0.87,0.0,0.2,290.0,23.0,658.0,1626.0,41.0
2554,23.0,24.0,88.0,30.27,29.98,25.0,2.9,0.0,-0.2,41.0,11.0,170.0,17.0,0.01,3.0,0.0,160.0,13.0,703.0,1716.0,36.0
2352,67.0,74.0,85.0,29.89,29.57,69.0,5.2,9.0,1.8,0.0,63.0,310.0,43.0,0.58,0.0,0.0,310.0,36.0,435.0,1928.0,84.0
579,59.0,71.0,67.0,29.89,29.57,64.0,5.0,6.0,3.8,0.0,62.0,50.0,19.0,0.0,0.0,0.0,40.0,14.0,521.0,1828.0,79.0
2171,17.0,22.0,76.0,29.95,29.61,22.0,9.2,0.0,-0.1,43.0,14.0,280.0,37.0,0.02,0.0,0.3,270.0,28.0,720.0,1653.0,30.0
368,24.0,38.0,61.0,30.28,29.93,32.0,5.9,0.0,14.6,27.0,29.0,300.0,27.0,0.0,0.0,0.0,310.0,18.0,709.0,1710.0,46.0
2395,59.0,59.0,96.0,29.84,29.53,59.0,4.2,0.0,-8.5,6.0,54.0,20.0,19.0,1.42,0.0,0.0,360.0,15.0,520.0,1830.0,64.0
84,25.0,41.0,57.0,29.71,29.38,34.0,16.2,0.0,-9.5,24.0,37.0,280.0,36.0,0.0,0.0,0.0,300.0,29.0,502.0,1846.0,45.0
1737,6.0,20.0,54.0,30.34,30.01,16.0,10.1,0.0,-21.0,45.0,14.0,300.0,28.0,0.0,1.0,0.0,290.0,20.0,644.0,1634.0,26.0
175,51.0,69.0,53.0,29.89,29.57,59.0,6.0,4.0,-3.2,0.0,56.0,280.0,25.0,0.0,0.0,0.0,320.0,18.0,437.0,1925.0,82.0
1752,29.0,40.0,63.0,29.92,29.53,36.0,14.0,0.0,4.3,25.0,33.0,270.0,39.0,0.0,0.0,0.0,280.0,31.0,702.0,1624.0,47.0
1694,61.0,69.0,79.0,29.95,29.67,64.0,10.0,4.0,13.1,0.0,60.0,180.0,25.0,0.64,0.0,0.0,190.0,17.0,552.0,1737.0,78.0
1789,35.0,39.0,87.0,29.67,29.36,38.0,3.1,0.0,15.9,26.0,35.0,340.0,16.0,0.32,0.0,0.0,330.0,13.0,726.0,1635.0,43.0
2062,43.0,48.0,85.0,30.2,29.86,45.0,4.3,0.0,-6.6,17.0,37.0,280.0,22.0,0.01,0.0,0.0,270.0,18.0,555.0,1732.0,58.0
529,60.0,70.0,65.0,30.06,29.75,65.0,5.8,5.0,-2.0,0.0,54.0,190.0,21.0,0.0,0.0,0.0,180.0,15.0,429.0,1933.0,86.0
1570,48.0,54.0,82.0,29.83,29.53,50.0,5.4,0.0,-7.5,11.0,50.0,150.0,18.0,0.26,0.0,0.0,150.0,13.0,422.0,1923.0,57.0
32,14.0,26.0,62.0,30.16,29.8,22.0,15.1,0.0,-3.6,39.0,21.0,280.0,51.0,0.0,13.0,0.2,290.0,39.0,630.0,1746.0,31.0
684,21.0,28.0,82.0,29.98,29.7,25.0,10.2,0.0,0.1,37.0,20.0,170.0,27.0,0.28,1.0,2.4,180.0,20.0,721.0,1623.0,35.0
1917,36.0,51.0,69.0,29.84,29.52,42.0,8.1,0.0,-5.8,14.0,38.0,270.0,39.0,0.2,0.0,0.0,270.0,28.0,436.0,1908.0,63.0
1393,28.0,36.0,74.0,30.05,29.72,33.0,3.3,0.0,1.1,29.0,32.0,290.0,15.0,0.0,0.0,0.0,300.0,13.0,705.0,1623.0,39.0
1398,16.0,27.0,68.0,30.09,29.77,23.0,2.7,0.0,-5.9,38.0,18.0,310.0,14.0,0.0,0.0,0.0,330.0,12.0,710.0,1622.0,35.0
1542,40.0,45.0,81.0,30.28,29.94,43.0,2.7,0.0,-8.0,20.0,38.0,150.0,19.0,0.06,0.0,0.0,160.0,14.0,451.0,1854.0,51.0
341,6.0,20.0,62.0,30.49,30.16,15.0,2.4,0.0,-2.8,45.0,5.0,170.0,15.0,0.0,0.0,0.0,180.0,12.0,726.0,1637.0,34.0
1383,29.0,36.0,80.0,29.95,29.62,33.0,5.0,0.0,-2.6,29.0,33.0,300.0,26.0,0.21,3.0,1.4,280.0,21.0,653.0,1628.0,39.0
942,51.0,55.0,90.0,29.93,29.65,52.0,3.6,0.0,-11.9,10.0,51.0,190.0,21.0,0.96,0.0,0.0,190.0,17.0,522.0,1827.0,58.0
871,60.0,73.0,64.0,29.69,29.34,66.0,10.8,8.0,3.7,0.0,64.0,270.0,35.0,0.14,0.0,0.0,290.0,26.0,418.0,1937.0,81.0
960,60.0,72.0,72.0,30.06,29.73,64.0,6.8,7.0,11.8,0.0,63.0,10.0,22.0,0.0,0.0,0.0,10.0,15.0,541.0,1755.0,81.0
980,48.0,55.0,75.0,30.21,29.88,52.0,8.1,0.0,3.3,10.0,47.0,20.0,25.0,0.05,0.0,0.0,20.0,17.0,603.0,1720.0,62.0
2054,57.0,64.0,77.0,30.07,29.75,60.0,3.2,0.0,5.9,1.0,51.0,140.0,15.0,0.0,0.0,0.0,160.0,10.0,547.0,1746.0,77.0
2022,67.0,74.0,81.0,29.95,29.65,69.0,3.4,9.0,4.9,0.0,60.0,210.0,20.0,0.05,0.0,0.0,220.0,12.0,512.0,1842.0,87.0
979,57.0,67.0,71.0,30.06,29.73,61.0,6.7,2.0,14.9,0.0,58.0,280.0,23.0,0.0,0.0,0.0,280.0,20.0,602.0,1721.0,76.0
1673,57.0,65.0,72.0,30.28,29.98,61.0,8.3,0.0,0.4,0.0,52.0,170.0,24.0,0.0,0.0,0.0,170.0,18.0,529.0,1814.0,77.0
1003,49.0,53.0,76.0,30.08,29.73,53.0,10.6,0.0,8.9,12.0,41.0,300.0,32.0,0.01,0.0,0.0,290.0,26.0,631.0,1645.0,64.0
338,22.0,34.0,63.0,29.8,29.47,30.0,8.7,0.0,10.7,31.0,27.0,290.0,35.0,0.0,0.0,0.0,300.0,26.0,726.0,1634.0,41.0
966,64.0,77.0,66.0,29.85,29.55,69.0,6.4,12.0,19.4,0.0,64.0,320.0,23.0,0.0,0.0,0.0,300.0,17.0,548.0,1744.0,89.0
1950,40.0,56.0,55.0,30.25,29.91,48.0,7.6,0.0,-10.7,9.0,46.0,280.0,20.0,0.0,0.0,0.0,250.0,17.0,416.0,1935.0,66.0
952,56.0,65.0,71.0,29.87,29.57,60.0,4.1,0.0,1.5,0.0,50.0,140.0,16.0,0.0,0.0,0.0,160.0,10.0,532.0,1809.0,79.0
2358,63.0,73.0,74.0,29.89,29.57,66.0,7.1,8.0,0.9,0.0,62.0,270.0,23.0,0.0,0.0,0.0,260.0,18.0,440.0,1923.0,83.0
2393,68.0,72.0,87.0,29.84,29.54,69.0,7.8,7.0,4.0,0.0,62.0,300.0,29.0,0.29,0.0,0.0,290.0,23.0,517.0,1834.0,82.0
1317,65.0,76.0,78.0,30.19,29.88,68.0,1.2,11.0,13.3,0.0,66.0,340.0,10.0,0.0,0.0,0.0,20.0,8.0,535.0,1805.0,85.0
934,49.0,61.0,66.0,30.26,29.94,54.0,1.7,0.0,-7.9,4.0,49.0,350.0,13.0,0.0,0.0,0.0,350.0,10.0,513.0,1840.0,73.0
1010,9.0,33.0,44.0,30.26,29.85,24.0,18.8,0.0,-9.0,32.0,21.0,290.0,49.0,0.0,0.0,0.0,300.0,35.0,640.0,1637.0,45.0
924,59.0,72.0,66.0,29.98,29.65,64.0,6.2,7.0,1.4,0.0,60.0,290.0,24.0,0.0,0.0,0.0,290.0,20.0,502.0,1856.0,83.0
1667,59.0,70.0,68.0,29.9,29.59,64.0,12.1,5.0,3.4,0.0,59.0,300.0,34.0,0.81,0.0,0.0,310.0,24.0,523.0,1825.0,80.0
2057,65.0,67.0,88.0,29.85,29.55,66.0,10.4,2.0,10.3,0.0,57.0,160.0,28.0,0.13,0.0,0.0,150.0,21.0,550.0,1740.0,76.0
378,1.0,14.0,53.0,30.07,29.77,12.0,7.1,0.0,-11.2,51.0,3.0,140.0,21.0,0.0,0.0,0.0,170.0,16.0,657.0,1723.0,24.0
189,53.0,69.0,59.0,29.94,29.62,60.0,5.7,4.0,-2.6,0.0,58.0,290.0,20.0,0.0,0.0,0.0,290.0,16.0,452.0,1910.0,80.0
2122,26.0,35.0,72.0,29.86,29.49,31.0,10.8,0.0,1.3,30.0,32.0,240.0,33.0,0.0,0.0,0.0,260.0,26.0,708.0,1622.0,37.0
2473,45.0,55.0,78.0,29.94,29.62,48.0,11.9,0.0,15.7,10.0,45.0,270.0,33.0,0.04,0.0,0.0,270.0,26.0,650.0,1630.0,65.0
1905,32.0,53.0,45.0,30.19,29.86,44.0,8.4,0.0,0.0,12.0,39.0,320.0,38.0,0.0,0.0,0.0,160.0,23.0,451.0,1854.0,66.0
724,31.0,42.0,72.0,29.39,29.07,36.0,11.0,0.0,19.5,23.0,36.0,270.0,36.0,0.01,1.0,0.0,280.0,25.0,716.0,1700.0,48.0
2203,9.0,22.0,63.0,30.45,30.11,18.0,6.4,0.0,-5.3,43.0,13.0,300.0,20.0,0.0,7.0,0.0,300.0,15.0,644.0,1734.0,30.0
1532,58.0,66.0,74.0,29.72,29.39,62.0,14.4,1.0,16.6,0.0,60.0,150.0,38.0,0.45,0.0,0.0,170.0,28.0,506.0,1843.0,71.0
34,26.0,35.0,69.0,29.82,29.47,32.0,9.2,0.0,4.8,30.0,30.0,180.0,29.0,0.0,12.0,0.0,280.0,21.0,627.0,1748.0,39.0
1097,12.0,23.0,64.0,30.02,29.62,20.0,13.0,0.0,-0.9,42.0,12.0,290.0,43.0,0.0,2.0,0.0,280.0,35.0,706.0,1714.0,34.0
710,45.0,49.0,85.0,29.95,29.62,47.0,13.7,0.0,26.8,16.0,44.0,320.0,31.0,0.3,0.0,0.0,310.0,22.0,724.0,1643.0,54.0
1095,3.0,17.0,50.0,30.29,29.96,15.0,9.5,0.0,-6.6,48.0,5.0,170.0,29.0,0.0,0.0,0.0,160.0,21.0,708.0,1711.0,29.0
725,21.0,37.0,53.0,29.52,29.19,31.0,15.5,0.0,14.4,28.0,33.0,280.0,38.0,0.0,1.0,0.1,250.0,28.0,715.0,1702.0,40.0
1428,26.0,37.0,65.0,29.87,29.55,33.0,6.9,0.0,13.9,28.0,30.0,190.0,19.0,0.0,0.0,0.0,180.0,15.0,726.0,1635.0,43.0
537,57.0,72.0,57.0,30.07,29.78,64.0,4.9,7.0,-0.2,0.0,55.0,270.0,19.0,0.0,0.0,0.0,260.0,15.0,436.0,1926.0,88.0
316,37.0,46.0,65.0,30.11,29.77,43.0,2.2,0.0,15.9,19.0,34.0,320.0,16.0,0.0,0.0,0.0,310.0,12.0,716.0,1622.0,57.0
2088,40.0,41.0,100.0,29.85,29.54,40.0,5.2,0.0,-4.3,24.0,37.0,340.0,24.0,1.03,0.0,0.0,360.0,17.0,626.0,1651.0,44.0
434,27.0,39.0,64.0,29.59,29.23,34.0,9.9,0.0,-5.8,26.0,31.0,280.0,30.0,0.2,0.0,0.0,280.0,24.0,524.0,1830.0,47.0
311,28.0,37.0,77.0,30.17,29.85,32.0,4.7,0.0,4.9,28.0,26.0,280.0,22.0,0.0,0.0,0.0,280.0,17.0,712.0,1621.0,48.0
1249,57.0,77.0,53.0,30.11,29.82,65.0,4.8,12.0,5.3,0.0,61.0,170.0,21.0,0.0,0.0,0.0,280.0,13.0,426.0,1935.0,92.0
2438,59.0,65.0,81.0,29.94,29.63,61.0,2.3,0.0,14.4,0.0,54.0,300.0,14.0,0.0,0.0,0.0,310.0,12.0,607.0,1715.0,76.0
1960,66.0,84.0,56.0,29.72,29.42,72.0,12.7,19.0,14.7,0.0,75.0,160.0,30.0,0.0,0.0,0.0,160.0,22.0,418.0,1937.0,93.0
1489,0.0,15.0,51.0,30.27,29.92,12.0,6.5,0.0,-16.2,50.0,4.0,280.0,36.0,0.0,3.0,0.0,280.0,28.0,622.0,1752.0,26.0
2563,18.0,27.0,61.0,30.49,30.2,26.0,15.1,0.0,0.9,38.0,12.0,170.0,42.0,0.0,0.0,0.0,160.0,30.0,651.0,1728.0,41.0
174,53.0,72.0,54.0,29.75,29.42,61.0,9.6,7.0,-0.2,0.0,62.0,300.0,29.0,0.0,0.0,0.0,300.0,22.0,436.0,1926.0,81.0
1695,55.0,62.0,76.0,29.9,29.55,59.0,9.2,0.0,6.6,3.0,49.0,10.0,27.0,0.11,0.0,0.0,20.0,20.0,553.0,1735.0,75.0
1455,-7.0,5.0,57.0,30.4,30.05,3.0,3.4,0.0,-18.3,60.0,-8.0,270.0,20.0,0.0,5.0,0.0,270.0,16.0,710.0,1708.0,18.0
359,8.0,19.0,60.0,30.03,29.67,17.0,6.7,0.0,-3.4,46.0,9.0,330.0,18.0,0.0,0.0,0.0,330.0,14.0,718.0,1658.0,29.0
183,57.0,76.0,54.0,29.81,29.5,65.0,7.5,11.0,4.1,0.0,66.0,290.0,24.0,0.0,0.0,0.0,290.0,18.0,445.0,1917.0,85.0
1005,43.0,48.0,76.0,30.17,29.89,47.0,9.5,0.0,4.5,17.0,38.0,170.0,28.0,0.17,0.0,0.0,170.0,21.0,634.0,1643.0,57.0
715,24.0,27.0,83.0,30.16,29.85,27.0,2.7,0.0,4.9,38.0,19.0,160.0,16.0,0.56,0.0,0.0,180.0,9.0,722.0,1649.0,34.0
1478,32.0,38.0,83.0,29.61,29.37,35.0,9.2,0.0,9.9,27.0,34.0,250.0,46.0,0.19,2.0,0.0,250.0,25.0,639.0,1738.0,42.0
1092,5.0,23.0,47.0,30.13,29.8,18.0,10.8,0.0,-0.1,42.0,15.0,180.0,33.0,0.0,0.0,0.0,180.0,25.0,711.0,1707.0,30.0
1325,46.0,56.0,73.0,30.28,29.95,51.0,1.3,0.0,-3.4,9.0,45.0,140.0,8.0,0.0,0.0,0.0,340.0,7.0,543.0,1751.0,66.0
1178,42.0,43.0,85.0,29.83,29.54,45.0,1.6,0.0,-9.0,22.0,36.0,60.0,10.0,0.27,0.0,0.0,20.0,7.0,456.0,1851.0,50.0
373,20.0,35.0,55.0,30.11,29.8,30.0,5.5,0.0,10.8,30.0,24.0,340.0,21.0,0.0,0.0,0.0,350.0,14.0,703.0,1716.0,46.0
2509,21.0,26.0,84.0,30.08,29.77,24.0,1.3,0.0,0.1,39.0,22.0,170.0,9.0,0.07,1.0,1.2,150.0,7.0,724.0,1626.0,29.0
2091,34.0,39.0,82.0,29.92,29.66,37.0,14.4,0.0,-5.4,26.0,30.0,270.0,48.0,0.14,0.0,0.0,270.0,36.0,630.0,1647.0,48.0
575,63.0,76.0,64.0,30.16,29.85,68.0,7.4,11.0,7.8,0.0,64.0,170.0,21.0,0.0,0.0,0.0,170.0,16.0,516.0,1835.0,88.0
2123,25.0,32.0,67.0,30.09,29.75,31.0,6.4,0.0,-1.3,33.0,21.0,150.0,17.0,0.0,0.0,0.0,170.0,13.0,709.0,1622.0,43.0
1252,51.0,70.0,48.0,30.18,29.86,60.0,3.2,5.0,-1.9,0.0,55.0,170.0,14.0,0.0,0.0,0.0,160.0,10.0,428.0,1933.0,85.0
1485,20.0,34.0,58.0,30.06,29.75,29.0,7.2,0.0,4.1,31.0,29.0,280.0,27.0,0.18,2.0,2.9,280.0,20.0,628.0,1747.0,39.0
158,61.0,71.0,66.0,30.12,29.82,66.0,4.3,6.0,-0.4,0.0,57.0,170.0,20.0,0.0,0.0,0.0,180.0,15.0,424.0,1936.0,85.0
1401,11.0,22.0,63.0,30.47,30.14,19.0,3.3,0.0,-9.7,43.0,14.0,290.0,16.0,0.0,0.0,0.0,320.0,13.0,713.0,1621.0,30.0
